image_path,current_label,caption,material_mentions,confidence,garment_id,split,reason
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00005501-01_7_additional.jpg,Mixed Fabrics,The lady is wearing a short-sleeve shirt with color block patterns. The shirt is with cotton fabric. It has a round neckline. The pants the lady wears,Cotton,LOW,00005501-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00005501-02_1_front.jpg,Mixed Fabrics,The T-shirt this person wears has short sleeves and it is with cotton fabric and color block patterns. The neckline of the T-shirt is round. This pers,Cotton,LOW,00005501-02,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00005532-02_4_full.jpg,Mixed Fabrics,"Her tank top has no sleeves, cotton fabric and solid color patterns. It has a crew neckline. The pants the female wears is of long length. The pants a",Cotton,LOW,00005532-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00005553-01_1_front.jpg,Mixed Fabrics,This lady wears a sleeveless tank shirt with graphic patterns. The tank shirt is with cotton fabric. It has a suspenders neckline. The pants this lady,Cotton,LOW,00005553-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00005574-02_4_full.jpg,Mixed Fabrics,This person wears a short-sleeve T-shirt with floral patterns. The T-shirt is with cotton fabric. It has a round neckline. This person wears a long tr,Cotton,LOW,00005574-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00005596-01_7_additional.jpg,Mixed Fabrics,"The upper clothing has sleeves cut off, cotton fabric and stripe patterns. The neckline of it is crew. The lower clothing is of three-point length. Th",Cotton,LOW,00005596-01,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00005610-03_3_back.jpg,Mixed Fabrics,"The tank shirt the lady wears has sleeves cut off, its fabric is cotton, and it has pure color patterns. The lady wears a three-point pants, with deni",Cotton,LOW,00005610-03,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00005610-04_1_front.jpg,Mixed Fabrics,"The upper clothing has no sleeves, cotton fabric and graphic patterns. The neckline of it is suspenders. The lower clothing is of three-point length. ",Cotton,LOW,00005610-04,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00005610-04_2_side.jpg,Mixed Fabrics,"The tank top this person wears has no sleeves and its fabric is cotton. The pattern of it is graphic. This person wears a three-point shorts, with den",Cotton,LOW,00005610-04,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00005633-04_3_back.jpg,Mixed Fabrics,This female wears a tank tank shirt with graphic patterns. The tank shirt is with cotton fabric. The shorts this female wears is of three-point length,Cotton,LOW,00005633-04,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00005702-07_2_side.jpg,Mixed Fabrics,The person wears a tank tank top with pure color patterns. The tank top is with cotton fabric. The shorts the person wears is of three-point length. T,Cotton,LOW,00005702-07,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00005716-04_2_side.jpg,Mixed Fabrics,This person wears a sleeveless tank shirt with solid color patterns. The tank shirt is with cotton fabric. This person wears a three-point shorts. The,Cotton,LOW,00005716-04,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00005859-02_4_full.jpg,Mixed Fabrics,This woman is wearing a sleeveless tank top with floral patterns and a long pants. The tank top is with cotton fabric. The neckline of the tank top is,Cotton,LOW,00005859-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00005867-05_4_full.jpg,Mixed Fabrics,"The upper clothing has short sleeves, cotton fabric and pure color patterns. The neckline of it is crew. The lower clothing is of long length. The fab",Cotton,LOW,00005867-05,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00005945-03_1_front.jpg,Mixed Fabrics,"Her sweater has long sleeves, cotton fabric and graphic patterns. It has a round neckline. The trousers the female wears is of long length. The trouse",Cotton,LOW,00005945-03,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00005958-02_2_side.jpg,Mixed Fabrics,The lady is wearing a short-sleeve T-shirt with graphic patterns. The T-shirt is with cotton fabric. It has a round neckline. The lady wears a three-p,Cotton,LOW,00005958-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00006043-49_2_side.jpg,Mixed Fabrics,"The tank shirt the lady wears has sleeves cut off and its fabric is cotton. The pattern of it is pure color. The lady wears a three-point shorts, with",Cotton,LOW,00006043-49,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00006043-49_7_additional.jpg,Mixed Fabrics,This lady is wearing a sleeveless tank shirt with pure color patterns. The tank shirt is with cotton fabric. It has a suspenders neckline. The shorts ,Cotton,LOW,00006043-49,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00006084-05_4_full.jpg,Mixed Fabrics,"The shirt the female wears has short sleeves, its fabric is cotton, and it has striped patterns. The shirt has a crew neckline. The female wears a lon",Cotton,LOW,00006084-05,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00006088-02_2_side.jpg,Mixed Fabrics,"The upper clothing has long sleeves, cotton fabric and plaid patterns. It has a round neckline. The lower clothing is of three-point length. The fabri",Cotton,LOW,00006088-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00006093-05_4_full.jpg,Mixed Fabrics,The tank shirt this person wears has no sleeves and it is with cotton fabric and solid color patterns. The neckline of the tank shirt is suspenders. T,Cotton,LOW,00006093-05,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00006093-07_1_front.jpg,Mixed Fabrics,The tank top this woman wears has sleeves cut off and its fabric is cotton. The pattern of it is solid color. It has a suspenders neckline. This woman,Cotton,LOW,00006093-07,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00006103-10_4_full.jpg,Mixed Fabrics,"Her tank shirt has sleeves cut off, cotton fabric and pure color patterns. It has a round neckline. The female wears a three-point shorts. The shorts ",Cotton,LOW,00006103-10,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00006210-01_4_full.jpg,Mixed Fabrics,The lady is wearing a tank tank shirt with graphic patterns. The tank shirt is with cotton fabric. It has a crew neckline. The lady wears a three-poin,Cotton,LOW,00006210-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00006240-01_4_full.jpg,Mixed Fabrics,This female is wearing a short-sleeve T-shirt with striped patterns and a short shorts. The T-shirt is with cotton fabric and its neckline is round. T,Cotton,LOW,00006240-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00006317-07_2_side.jpg,Mixed Fabrics,This person wears a tank tank top with pure color patterns and a three-point shorts. The tank top is with cotton fabric. The neckline of the tank top ,Cotton,LOW,00006317-07,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00006317-10_2_side.jpg,Mixed Fabrics,This lady is wearing a tank tank top with solid color patterns. The tank top is with cotton fabric. It has a crew neckline. The pants this lady wears ,Cotton,LOW,00006317-10,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00006342-06_4_full.jpg,Mixed Fabrics,"Her tank shirt has no sleeves, cotton fabric and solid color patterns. The neckline of it is round. The trousers this person wears is of long length. ",Cotton,LOW,00006342-06,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00006421-10_4_full.jpg,Mixed Fabrics,This person is wearing a sleeveless tank shirt with solid color patterns. The tank shirt is with cotton fabric and its neckline is suspenders. This pe,Cotton,LOW,00006421-10,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00006507-02_1_front.jpg,Mixed Fabrics,The person is wearing a tank tank shirt with pure color patterns and a three-point shorts. The tank shirt is with cotton fabric and its neckline is cr,Cotton,LOW,00006507-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00006507-02_3_back.jpg,Mixed Fabrics,"The tank top this person wears has no sleeves, its fabric is cotton, and it has pure color patterns. The tank top has a crew neckline. This person wea",Cotton,LOW,00006507-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00006602-18_1_front.jpg,Mixed Fabrics,"Her tank shirt has sleeves cut off, cotton fabric and solid color patterns. It has a suspenders neckline. The pants the lady wears is of three-point l",Cotton,LOW,00006602-18,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00006607-04_4_full.jpg,Mixed Fabrics,"Her tank top has no sleeves, cotton fabric and pure color patterns. The neckline of it is crew. The pants the person wears is of long length. The pant",Cotton,LOW,00006607-04,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00006616-03_4_full.jpg,Mixed Fabrics,"The upper clothing has sleeves cut off, cotton fabric and other patterns. The neckline of it is round. The lower clothing is of three-point length. Th",Cotton,LOW,00006616-03,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00006655-02_4_full.jpg,Mixed Fabrics,The tank top this person wears has no sleeves and its fabric is cotton. The pattern of it is graphic. It has a suspenders neckline. This person wears ,Cotton,LOW,00006655-02,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00006687-04_3_back.jpg,Mixed Fabrics,This female is wearing a short-sleeve T-shirt with complicated patterns. The T-shirt is with cotton fabric. This female wears a three-point pants. The,Cotton,LOW,00006687-04,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00006707-06_4_full.jpg,Mixed Fabrics,The tank top the lady wears has sleeves cut off and its fabric is cotton. The pattern of it is pure color. It has a crew neckline. The lady wears a lo,Cotton,LOW,00006707-06,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00006709-06_2_side.jpg,Mixed Fabrics,"Her tank shirt has sleeves cut off, cotton fabric and stripe patterns. It has a crew neckline. The lady wears a three-point pants. The pants are with ",Cotton,LOW,00006709-06,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00006713-02_4_full.jpg,Mixed Fabrics,"The tank top the person wears has no sleeves, its fabric is cotton, and it has graphic patterns. The tank top has a suspenders neckline. The person we",Cotton,LOW,00006713-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00006847-03_4_full.jpg,Mixed Fabrics,The person is wearing a tank tank shirt with floral patterns. The tank shirt is with cotton fabric. It has a round neckline. The person wears a three-,Cotton,LOW,00006847-03,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00006863-12_4_full.jpg,Mixed Fabrics,This person wears a tank tank top with solid color patterns and long pants. The tank top is with cotton fabric and it has a suspenders neckline. The p,Cotton,LOW,00006863-12,train,caption does not support assigned label
